"Time"	"Estimated_Lat"	"Uncertainty_Lat"	"Estimated_Lon"	"Uncertainty_Lon"	"Estimated_Rad"	"Uncertainty_Rad"	"Date"	"Site"
"1"	2003.4962	4.84	0.08	-14.68	0.15	-0.66	0.28	"03JUL01"	"BJFS"
"2"	2003.4962	4.84	0.08	-14.68	0.15	-0.66	0.28	"03JUL01"	"BJFS"
"3"	2003.499	4.69	0.08	-14.38	0.15	0.83	0.28	"03JUL02"	"BJFS"
"4"	2003.5017	4.92	0.09	-14.95	0.15	0.53	0.29	"03JUL03"	"BJFS"
"5"	2003.5044	4.39	0.09	-14.69	0.16	1.5	0.3	"03JUL04"	"BJFS"
"6"	2003.5072	4.71	0.08	-15.31	0.15	-0.18	0.28	"03JUL05"	"BJFS"
"7"	2003.5099	4.95	0.09	-14.88	0.16	-0.37	0.29	"03JUL06"	"BJFS"
"8"	2003.5127	4.52	0.09	-14.04	0.16	0.69	0.31	"03JUL07"	"BJFS"
"9"	2004.4983	4.11	0.09	-11.87	0.16	-1.06	0.3	"04JUL01"	"BJFS"
"10"	2004.501	4.11	0.09	-11.35	0.15	0.2	0.3	"04JUL02"	"BJFS"
"11"	2004.5038	3.84	0.09	-11.89	0.16	-0.87	0.3	"04JUL03"	"BJFS"
"12"	2004.5065	3.86	0.09	-11.44	0.16	-0.41	0.31	"04JUL04"	"BJFS"
"13"	2004.5093	3.77	0.09	-11.24	0.15	-0.92	0.3	"04JUL05"	"BJFS"
"14"	2004.5148	3.53	0.09	-11.6	0.16	-0.06	0.3	"04JUL07"	"BJFS"
"15"	2005.4976	2.14	0.08	-8.33	0.16	0.01	0.29	"05JUL01"	"BJFS"
"16"	2005.5004	2.34	0.08	-8.41	0.16	-0.07	0.3	"05JUL02"	"BJFS"
"17"	2005.5031	2.42	0.08	-7.89	0.16	0.75	0.3	"05JUL03"	"BJFS"
"18"	2005.5059	2.47	0.08	-8.34	0.16	0.26	0.3	"05JUL04"	"BJFS"
"19"	2005.5085	2.53	0.08	-8.45	0.15	0.7	0.29	"05JUL05"	"BJFS"
"20"	2005.5114	2.44	0.09	-8.44	0.16	-0.44	0.3	"05JUL06"	"BJFS"
"21"	2006.4969	1.38	0.08	-4.89	0.16	0.78	0.29	"06JUL01"	"BJFS"
"22"	2006.4996	1.34	0.08	-5.09	0.16	0.71	0.28	"06JUL02"	"BJFS"
"23"	2006.5024	1.42	0.08	-4.56	0.16	0.36	0.29	"06JUL03"	"BJFS"
"24"	2006.5051	1.37	0.08	-4.06	0.16	0.41	0.28	"06JUL04"	"BJFS"
"25"	2006.5078	1.71	0.08	-4.58	0.16	-0.11	0.29	"06JUL05"	"BJFS"
"26"	2006.5106	1.36	0.08	-4.66	0.16	0.39	0.29	"06JUL06"	"BJFS"
"27"	2006.5133	1.47	0.08	-4.98	0.16	0.18	0.29	"06JUL07"	"BJFS"
"28"	2007.4962	0.68	0.08	-2.39	0.15	0.41	0.29	"07JUL01"	"BJFS"
"29"	2007.5017	0.64	0.08	-1.71	0.15	1.74	0.29	"07JUL03"	"BJFS"
"30"	2007.5044	0.62	0.08	-1.87	0.14	0.91	0.29	"07JUL04"	"BJFS"
"31"	2007.5072	0.52	0.08	-2.36	0.15	0.07	0.3	"07JUL05"	"BJFS"
"32"	2007.5099	0.66	0.08	-1.93	0.14	-0.32	0.29	"07JUL06"	"BJFS"
"33"	2007.5127	0.5	0.08	-1.91	0.15	-0.29	0.3	"07JUL07"	"BJFS"
"34"	2008.0137	0	0.01	0	0.02	0	0.04	"08JAN06"	"BJFS"
"35"	2008.4983	-0.21	0.08	0.71	0.15	-0.63	0.28	"08JUL01"	"BJFS"
"36"	2008.501	-0.34	0.08	0.23	0.15	0.57	0.28	"08JUL02"	"BJFS"
"37"	2008.5038	-0.49	0.08	0.57	0.14	1.49	0.28	"08JUL03"	"BJFS"
"38"	2008.5065	-0.56	0.08	0.47	0.14	0.4	0.29	"08JUL04"	"BJFS"
"39"	2008.5093	-0.55	0.08	0.98	0.14	0.32	0.29	"08JUL05"	"BJFS"
"40"	2008.512	-0.65	0.08	0.71	0.14	-0.25	0.29	"08JUL06"	"BJFS"
"41"	2008.5148	-0.7	0.08	0.24	0.14	-0.22	0.29	"08JUL07"	"BJFS"
"42"	2009.4976	-1.28	0.08	3.67	0.14	0.91	0.29	"09JUL01"	"BJFS"
"43"	2009.5004	-1.21	0.08	3.45	0.14	0.85	0.28	"09JUL02"	"BJFS"
"44"	2009.5031	-1.28	0.08	3.42	0.14	1.17	0.29	"09JUL03"	"BJFS"
"45"	2009.5059	-1.52	0.08	3.65	0.14	2.01	0.29	"09JUL04"	"BJFS"
"46"	2009.5085	-1.7	0.08	3.7	0.14	0	0.3	"09JUL05"	"BJFS"
"47"	2009.5114	-1.62	0.08	2.87	0.14	-0.51	0.29	"09JUL06"	"BJFS"
"48"	2009.514	-1.7	0.08	3.45	0.14	1.46	0.3	"09JUL07"	"BJFS"
"49"	2011.4962	-3.63	0.08	10.49	0.14	0.32	0.28	"11JUL01"	"BJFS"
"50"	2011.499	-3.6	0.08	10.72	0.14	1.01	0.27	"11JUL02"	"BJFS"
"51"	2011.5017	-3.71	0.08	10.83	0.14	-0.15	0.27	"11JUL03"	"BJFS"
"52"	2011.5044	-3.84	0.08	10.55	0.15	1.03	0.27	"11JUL04"	"BJFS"
"53"	2011.5072	-3.68	0.08	10.58	0.14	1.67	0.27	"11JUL05"	"BJFS"
"54"	2011.5099	-4.1	0.08	10.48	0.15	0.87	0.28	"11JUL06"	"BJFS"
"55"	2011.5127	-4.09	0.08	10.64	0.14	-0.3	0.27	"11JUL07"	"BJFS"
"56"	2012.4983	-5.42	0.08	13.95	0.14	0.57	0.26	"12JUL01"	"BJFS"
"57"	2012.5038	-4.99	0.08	14.35	0.14	0.2	0.27	"12JUL03"	"BJFS"
"58"	2013.4976	-6.11	0.08	17.22	0.15	1.5	0.27	"13JUL01"	"BJFS"
"59"	2013.5004	-6.32	0.08	16.78	0.15	1.12	0.27	"13JUL02"	"BJFS"
"60"	2013.5031	-6.24	0.08	16.53	0.15	0.29	0.28	"13JUL03"	"BJFS"
"61"	2013.5059	-5.98	0.08	17.7	0.15	0.08	0.27	"13JUL04"	"BJFS"
"62"	2013.5085	-5.84	0.08	17.05	0.14	0.54	0.27	"13JUL05"	"BJFS"
"63"	2013.5114	-6.15	0.08	17.25	0.15	0.89	0.28	"13JUL06"	"BJFS"
"64"	2013.514	-5.87	0.08	17.26	0.15	0.72	0.27	"13JUL07"	"BJFS"
"65"	2003.4962	3.33	0.1	8.3	0.15	-4.69	0.29	"03JUL01"	"FLIN"
"66"	2003.499	3.59	0.1	8.28	0.15	-4.61	0.3	"03JUL02"	"FLIN"
"67"	2003.5017	3.54	0.1	8.27	0.15	-4.68	0.3	"03JUL03"	"FLIN"
"68"	2003.5044	3.51	0.11	8.66	0.17	-5.01	0.3	"03JUL04"	"FLIN"
"69"	2003.5072	3.26	0.09	8.28	0.14	-5.21	0.28	"03JUL05"	"FLIN"
"70"	2003.5099	3.58	0.09	8	0.14	-5.12	0.27	"03JUL06"	"FLIN"
"71"	2003.5127	3.49	0.09	8.38	0.15	-4.91	0.29	"03JUL07"	"FLIN"
"72"	2004.4983	2.92	0.09	6.87	0.14	-5.17	0.27	"04JUL01"	"FLIN"
"73"	2004.501	2.65	0.09	6.96	0.13	-4.87	0.27	"04JUL02"	"FLIN"
"74"	2004.5038	2.66	0.09	6.73	0.13	-4.78	0.26	"04JUL03"	"FLIN"
"75"	2004.5065	2.7	0.09	6.59	0.13	-4.95	0.26	"04JUL04"	"FLIN"
"76"	2004.5093	2.53	0.09	6.54	0.13	-4.9	0.27	"04JUL05"	"FLIN"
"77"	2004.512	2.65	0.09	6.57	0.13	-5.2	0.26	"04JUL06"	"FLIN"
"78"	2004.5148	2.78	0.09	6.66	0.13	-4.7	0.27	"04JUL07"	"FLIN"
"79"	2005.4976	1.89	0.1	4.79	0.13	-4.74	0.27	"05JUL01"	"FLIN"
"80"	2005.5004	2.01	0.1	4.29	0.14	-4.85	0.27	"05JUL02"	"FLIN"
"81"	2005.5031	2.07	0.09	4.74	0.13	-4.92	0.27	"05JUL03"	"FLIN"
"82"	2005.5059	1.95	0.1	5.03	0.13	-5.5	0.27	"05JUL04"	"FLIN"
"83"	2005.5085	2.02	0.09	4.98	0.12	-5.04	0.26	"05JUL05"	"FLIN"
"84"	2005.5114	2.05	0.09	4.85	0.13	-4.42	0.27	"05JUL06"	"FLIN"
"85"	2005.514	1.93	0.09	4.91	0.13	-3.79	0.27	"05JUL07"	"FLIN"
"86"	2006.4969	1.21	0.1	2.5	0.14	-4.72	0.28	"06JUL01"	"FLIN"
"87"	2006.4996	1.47	0.1	2.65	0.13	-5.43	0.27	"06JUL02"	"FLIN"
"88"	2006.5024	1.31	0.09	2.86	0.13	-4.87	0.27	"06JUL03"	"FLIN"
"89"	2006.5051	1.22	0.09	2.65	0.13	-4.75	0.27	"06JUL04"	"FLIN"
"90"	2006.5078	1.09	0.1	2.88	0.15	-4.4	0.29	"06JUL05"	"FLIN"
"91"	2006.5106	1.07	0.1	2.88	0.13	-4.59	0.28	"06JUL06"	"FLIN"
"92"	2006.5133	1.57	0.1	2.69	0.14	-4.17	0.28	"06JUL07"	"FLIN"
"93"	2007.4962	0.16	0.1	0.63	0.14	-4.62	0.28	"07JUL01"	"FLIN"
"94"	2007.499	0.37	0.09	1.05	0.14	-4.54	0.28	"07JUL02"	"FLIN"
"95"	2007.5017	0.17	0.09	0.87	0.14	-4.7	0.28	"07JUL03"	"FLIN"
"96"	2007.5044	0.19	0.1	0.75	0.16	-4.31	0.3	"07JUL04"	"FLIN"
"97"	2007.5072	0.39	0.09	1.22	0.14	-5.05	0.27	"07JUL05"	"FLIN"
"98"	2007.5099	0.3	0.1	0.73	0.14	-3.95	0.28	"07JUL06"	"FLIN"
"99"	2007.5127	0.24	0.09	1.1	0.14	-3.36	0.28	"07JUL07"	"FLIN"
"100"	2008.4983	-0.01	0.09	-0.8	0.14	-3.83	0.28	"08JUL01"	"FLIN"
"101"	2008.501	-0.13	0.09	-0.57	0.14	-4.76	0.28	"08JUL02"	"FLIN"
"102"	2008.5038	-0.42	0.09	-0.56	0.14	-3.75	0.27	"08JUL03"	"FLIN"
"103"	2008.5065	-0.29	0.09	-0.57	0.14	-3.78	0.27	"08JUL04"	"FLIN"
"104"	2008.5065	0	0.01	0	0.02	0	0.03	"08JUL04"	"FLIN"
"105"	2008.5093	-0.2	0.09	-0.85	0.14	-2.68	0.28	"08JUL05"	"FLIN"
"106"	2008.512	-0.39	0.09	-0.85	0.14	-3.92	0.27	"08JUL06"	"FLIN"
"107"	2008.5148	-0.27	0.09	-0.86	0.14	-3.97	0.27	"08JUL07"	"FLIN"
"108"	2009.4976	-0.68	0.09	-2.38	0.15	-3.6	0.3	"09JUL01"	"FLIN"
"109"	2009.5004	-0.51	0.09	-2.38	0.14	-4.39	0.29	"09JUL02"	"FLIN"
"110"	2009.5031	-0.82	0.1	-2.44	0.15	-3.91	0.3	"09JUL03"	"FLIN"
"111"	2009.5059	-0.57	0.1	-2.48	0.15	-4.85	0.3	"09JUL04"	"FLIN"
"112"	2009.5085	-0.75	0.09	-2.5	0.15	-4.34	0.3	"09JUL05"	"FLIN"
"113"	2009.5114	-0.69	0.1	-2.72	0.15	-4.85	0.3	"09JUL06"	"FLIN"
"114"	2009.514	-0.64	0.09	-2.67	0.15	-4.8	0.29	"09JUL07"	"FLIN"
"115"	2010.4969	-1.77	0.09	-3.45	0.16	-3.08	0.33	"10JUL01"	"FLIN"
"116"	2010.4996	-1.57	0.1	-3.36	0.16	-3.22	0.32	"10JUL02"	"FLIN"
"117"	2010.5024	-1.78	0.1	-3.81	0.15	-2.82	0.32	"10JUL03"	"FLIN"
"118"	2010.5051	-1.75	0.09	-3.74	0.15	-3.15	0.32	"10JUL04"	"FLIN"
"119"	2010.5078	-1.48	0.09	-4.06	0.15	-3.72	0.32	"10JUL05"	"FLIN"
"120"	2010.5106	-1.72	0.09	-3.87	0.15	-2.74	0.33	"10JUL06"	"FLIN"
"121"	2010.5133	-1.63	0.1	-3.77	0.18	-4.27	0.33	"10JUL07"	"FLIN"
"122"	2011.4962	-1.89	0.1	-5.81	0.15	12.21	0.3	"11JUL01"	"FLIN"
"123"	2011.499	-1.87	0.09	-5.74	0.14	11.5	0.29	"11JUL02"	"FLIN"
"124"	2011.5017	-1.85	0.09	-5.97	0.15	12.64	0.3	"11JUL03"	"FLIN"
"125"	2011.5044	-1.59	0.09	-6.01	0.15	11.46	0.3	"11JUL04"	"FLIN"
"126"	2011.5072	-2.44	0.1	-5.54	0.16	11.58	0.31	"11JUL05"	"FLIN"
"127"	2011.5099	-2.3	0.1	-5.49	0.15	12.08	0.31	"11JUL06"	"FLIN"
"128"	2011.5127	-1.73	0.09	-5.38	0.15	11.56	0.29	"11JUL07"	"FLIN"
"129"	2012.4983	-2.55	0.09	-7.29	0.16	11.69	0.29	"12JUL01"	"FLIN"
"130"	2012.501	-2.41	0.1	-6.87	0.16	12.22	0.29	"12JUL02"	"FLIN"
"131"	2012.5038	-2.43	0.09	-7.93	0.14	12.14	0.28	"12JUL03"	"FLIN"
"132"	2012.5065	-2.46	0.09	-7.15	0.14	12.81	0.28	"12JUL04"	"FLIN"
"133"	2012.5093	-2.46	0.09	-7.62	0.13	12	0.28	"12JUL05"	"FLIN"
"134"	2012.512	-2.68	0.09	-7.34	0.14	11.41	0.29	"12JUL06"	"FLIN"
"135"	2012.5148	-2.53	0.09	-7.96	0.14	11.95	0.28	"12JUL07"	"FLIN"
"136"	2013.4976	-2.99	0.09	-9.4	0.16	13.5	0.29	"13JUL01"	"FLIN"
"137"	2013.5004	-3.26	0.09	-9.68	0.16	13.42	0.29	"13JUL02"	"FLIN"
"138"	2013.5031	-3.4	0.09	-9.46	0.15	13.9	0.29	"13JUL03"	"FLIN"
"139"	2013.5059	-3.22	0.09	-9.4	0.16	14.37	0.29	"13JUL04"	"FLIN"
"140"	2013.5085	-3.25	0.09	-9.63	0.16	14.05	0.29	"13JUL05"	"FLIN"
"141"	2013.5114	-3.49	0.13	-9.11	0.25	14.3	0.41	"13JUL06"	"FLIN"
"142"	2013.514	-3.39	0.09	-9.46	0.16	13.77	0.29	"13JUL07"	"FLIN"
"143"	2003.4962	-2.51	0.13	8.7	0.24	-2.55	0.46	"03JUL01"	"HNPT"
"144"	2003.4962	-2.51	0.13	8.7	0.24	-2.55	0.46	"03JUL01"	"HNPT"
"145"	2003.499	-2.31	0.12	8.33	0.22	-2.28	0.44	"03JUL02"	"HNPT"
"146"	2003.5017	-2.46	0.12	8.25	0.22	-2.56	0.47	"03JUL03"	"HNPT"
"147"	2003.5044	-2.39	0.13	8.39	0.21	-2.77	0.46	"03JUL04"	"HNPT"
"148"	2003.5072	-2.45	0.12	8.43	0.21	-2.61	0.47	"03JUL05"	"HNPT"
"149"	2003.5099	-2.08	0.12	8.71	0.25	-2.05	0.47	"03JUL06"	"HNPT"
"150"	2003.5127	-2.25	0.13	8.54	0.22	-2.93	0.46	"03JUL07"	"HNPT"
"151"	2004.5148	-1.78	0.09	5.96	0.16	-2.52	0.31	"04JUL07"	"HNPT"
"152"	2005.4976	-1.71	0.08	5.5	0.15	-3.27	0.29	"05JUL01"	"HNPT"
"153"	2005.5004	-1.9	0.08	5.24	0.15	-2.28	0.28	"05JUL02"	"HNPT"
"154"	2005.5031	-1.85	0.08	5.29	0.15	-3.51	0.28	"05JUL03"	"HNPT"
"155"	2005.5059	-1.51	0.08	5.08	0.15	-3.25	0.28	"05JUL04"	"HNPT"
"156"	2005.5085	-1.68	0.08	5.7	0.15	-3.01	0.28	"05JUL05"	"HNPT"
"157"	2005.5114	-1.57	0.08	5.4	0.15	-2.93	0.29	"05JUL06"	"HNPT"
"158"	2005.514	-1.55	0.08	5.2	0.16	-3.08	0.29	"05JUL07"	"HNPT"
"159"	2006.4969	-1.3	0.08	3.6	0.16	-3.81	0.28	"06JUL01"	"HNPT"
"160"	2006.4996	-1.17	0.08	3.68	0.16	-4.16	0.28	"06JUL02"	"HNPT"
"161"	2006.5024	-1.22	0.09	3.23	0.16	-4.25	0.3	"06JUL03"	"HNPT"
"162"	2006.5051	-1.47	0.08	3.46	0.16	-2.96	0.29	"06JUL04"	"HNPT"
"163"	2006.5078	-1.18	0.09	3.71	0.16	-3.98	0.3	"06JUL05"	"HNPT"
"164"	2006.5106	-1.23	0.08	3.64	0.16	-3.97	0.28	"06JUL06"	"HNPT"
"165"	2006.5133	-1.11	0.08	3.87	0.15	-4.15	0.28	"06JUL07"	"HNPT"
"166"	2007.4962	-0.62	0.08	2.63	0.16	2.01	0.28	"07JUL01"	"HNPT"
"167"	2007.499	-0.45	0.09	2.38	0.16	0.76	0.29	"07JUL02"	"HNPT"
"168"	2007.5017	-0.61	0.08	2.05	0.16	0.82	0.29	"07JUL03"	"HNPT"
"169"	2007.5044	-0.66	0.08	2.43	0.17	1.42	0.29	"07JUL04"	"HNPT"
"170"	2007.5072	-0.76	0.08	2.42	0.16	1.86	0.28	"07JUL05"	"HNPT"
"171"	2007.5099	-0.82	0.08	2.19	0.14	1.39	0.28	"07JUL06"	"HNPT"
"172"	2007.5127	-0.9	0.08	2.54	0.14	1.37	0.27	"07JUL07"	"HNPT"
"173"	2008.5038	-0.19	0.08	0.78	0.16	0.2	0.27	"08JUL03"	"HNPT"
"174"	2008.5065	-0.06	0.08	0.73	0.15	1.12	0.27	"08JUL04"	"HNPT"
"175"	2008.5093	-0.29	0.08	1.2	0.14	2.11	0.27	"08JUL05"	"HNPT"
"176"	2008.512	-0.17	0.08	1.02	0.14	1.29	0.27	"08JUL06"	"HNPT"
"177"	2008.5148	-0.07	0.08	0.18	0.15	1.3	0.28	"08JUL07"	"HNPT"
"178"	2008.7776	0	0.01	0	0.02	0	0.04	"08OCT11"	"HNPT"
"179"	2009.4976	0.22	0.2	0.22	0.55	1.54	0.71	"09JUL01"	"HNPT"
"180"	2009.5004	0.25	0.2	-0.22	0.43	2.48	0.62	"09JUL02"	"HNPT"
"181"	2009.5031	0.91	0.28	-1.44	0.58	-0.16	0.78	"09JUL03"	"HNPT"
"182"	2009.5059	0.48	0.33	-1.71	0.62	0.57	0.84	"09JUL04"	"HNPT"
"183"	2009.5085	0.62	0.28	-0.84	0.51	3.16	0.79	"09JUL05"	"HNPT"
"184"	2009.5114	0.45	0.19	0.85	0.66	1.85	0.78	"09JUL06"	"HNPT"
"185"	2009.514	0.68	0.24	-1.48	0.52	-0.26	0.87	"09JUL07"	"HNPT"
"186"	2010.4969	0.89	0.08	-2.41	0.14	-0.22	0.26	"10JUL01"	"HNPT"
"187"	2010.4996	0.64	0.08	-2.4	0.14	-0.14	0.26	"10JUL02"	"HNPT"
"188"	2010.5024	0.63	0.08	-2.42	0.14	0.2	0.26	"10JUL03"	"HNPT"
"189"	2010.5051	0.84	0.08	-2.53	0.14	1.15	0.26	"10JUL04"	"HNPT"
"190"	2010.5078	0.85	0.08	-2.2	0.15	0	0.26	"10JUL05"	"HNPT"
"191"	2010.5106	0.76	0.08	-1.96	0.14	0.71	0.27	"10JUL06"	"HNPT"
"192"	2010.5133	0.72	0.08	-2.2	0.14	1.65	0.26	"10JUL07"	"HNPT"
"193"	2011.4962	1.67	0.08	-4.16	0.15	0.07	0.27	"11JUL01"	"HNPT"
"194"	2011.499	1.57	0.08	-4.11	0.15	0.39	0.27	"11JUL02"	"HNPT"
"195"	2011.5017	1.31	0.08	-4.49	0.15	0.08	0.27	"11JUL03"	"HNPT"
"196"	2011.5044	1.47	0.08	-4.16	0.16	0.38	0.28	"11JUL04"	"HNPT"
"197"	2011.5072	1.14	0.08	-4.9	0.16	0.01	0.28	"11JUL05"	"HNPT"
"198"	2011.5099	1.25	0.08	-4.42	0.15	-0.06	0.27	"11JUL06"	"HNPT"
"199"	2011.5127	1.33	0.08	-3.78	0.16	0.55	0.28	"11JUL07"	"HNPT"
"200"	2012.4983	1.7	0.08	-6.2	0.16	0.88	0.27	"12JUL01"	"HNPT"
"201"	2012.501	1.57	0.08	-4.85	0.16	0.69	0.27	"12JUL02"	"HNPT"
"202"	2012.5038	1.63	0.08	-5.72	0.16	0.07	0.26	"12JUL03"	"HNPT"
"203"	2012.5065	1.66	0.08	-5.43	0.16	0.63	0.27	"12JUL04"	"HNPT"
"204"	2012.5093	1.78	0.08	-5.37	0.16	0.69	0.27	"12JUL05"	"HNPT"
"205"	2012.512	1.29	0.08	-5.46	0.16	-0.27	0.27	"12JUL06"	"HNPT"
"206"	2012.5148	1.53	0.07	-5.23	0.16	1.13	0.26	"12JUL07"	"HNPT"
"207"	2013.4976	2.19	0.08	-6.36	0.17	1.18	0.28	"13JUL01"	"HNPT"
"208"	2013.5004	2.02	0.08	-6.82	0.17	0.99	0.27	"13JUL02"	"HNPT"
"209"	2013.5031	1.9	0.08	-6.52	0.17	0.31	0.27	"13JUL03"	"HNPT"
"210"	2013.5059	2.01	0.08	-6.34	0.17	-0.5	0.27	"13JUL04"	"HNPT"
"211"	2013.5085	2.01	0.08	-6.79	0.16	-0.69	0.27	"13JUL05"	"HNPT"
"212"	2013.5114	2.15	0.08	-7	0.16	0.13	0.27	"13JUL06"	"HNPT"
"213"	2013.514	2.09	0.08	-6.68	0.17	0.18	0.27	"13JUL07"	"HNPT"
"214"	2003.4962	2.92	0.1	6.77	0.24	0.23	0.41	"03JUL01"	"MDO1"
"215"	2003.4962	2.92	0.1	6.77	0.24	0.23	0.41	"03JUL01"	"MDO1"
"216"	2003.499	2.93	0.1	7.29	0.23	-0.42	0.4	"03JUL02"	"MDO1"
"217"	2003.5017	3.19	0.1	6.39	0.23	0.12	0.42	"03JUL03"	"MDO1"
"218"	2003.5044	2.89	0.1	6.35	0.23	-0.83	0.42	"03JUL04"	"MDO1"
"219"	2003.5072	2.49	0.11	6.95	0.24	0.18	0.42	"03JUL05"	"MDO1"
"220"	2003.5099	3.17	0.11	6.4	0.23	-1	0.42	"03JUL06"	"MDO1"
"221"	2003.5127	3.04	0.11	6.52	0.25	-0.11	0.41	"03JUL07"	"MDO1"
"222"	2004.4983	2.51	0.1	5.05	0.21	0.66	0.42	"04JUL01"	"MDO1"
"223"	2004.501	2.41	0.09	5.13	0.2	0.17	0.4	"04JUL02"	"MDO1"
"224"	2004.5038	2.48	0.1	4.88	0.21	-0.7	0.4	"04JUL03"	"MDO1"
"225"	2004.5065	2.52	0.09	4.51	0.19	-0.19	0.38	"04JUL04"	"MDO1"
"226"	2004.5093	2.36	0.1	4.81	0.2	-0.85	0.4	"04JUL05"	"MDO1"
"227"	2004.512	2.29	0.1	4.72	0.21	-1.47	0.4	"04JUL06"	"MDO1"
"228"	2004.5148	2.79	0.1	5.35	0.22	-0.52	0.43	"04JUL07"	"MDO1"
"229"	2005.4976	2.59	0.1	3.71	0.2	0.04	0.42	"05JUL01"	"MDO1"
"230"	2005.5004	2.39	0.1	3.48	0.2	0.34	0.43	"05JUL02"	"MDO1"
"231"	2005.5031	2.4	0.1	3.79	0.19	0.28	0.41	"05JUL03"	"MDO1"
"232"	2005.5059	2.47	0.1	4.05	0.2	1.11	0.42	"05JUL04"	"MDO1"
"233"	2005.5085	2.29	0.1	4.02	0.2	0.07	0.41	"05JUL05"	"MDO1"
"234"	2005.5114	2.63	0.1	3.54	0.2	-1.35	0.43	"05JUL06"	"MDO1"
"235"	2005.514	2.08	0.1	3.9	0.2	-1.04	0.42	"05JUL07"	"MDO1"
"236"	2006.4969	1.66	0.1	2.06	0.2	0.16	0.41	"06JUL01"	"MDO1"
"237"	2006.4996	1.59	0.1	2.26	0.19	-0.87	0.41	"06JUL02"	"MDO1"
"238"	2006.5024	1.47	0.1	2.57	0.2	-0.15	0.43	"06JUL03"	"MDO1"
"239"	2006.5051	1.04	0.1	2.64	0.19	0.76	0.44	"06JUL04"	"MDO1"
"240"	2006.5078	1.69	0.1	2.17	0.19	-0.09	0.38	"06JUL05"	"MDO1"
"241"	2006.5106	1.54	0.09	2.35	0.19	0.36	0.39	"06JUL06"	"MDO1"
"242"	2006.5133	1.7	0.1	2.64	0.19	0.33	0.4	"06JUL07"	"MDO1"
"243"	2007.4962	1.14	0.07	1.43	0.14	0.43	0.28	"07JUL01"	"MDO1"
"244"	2007.499	1.13	0.07	1.11	0.14	-0.75	0.29	"07JUL02"	"MDO1"
"245"	2007.5017	1.15	0.07	1.27	0.14	-0.41	0.28	"07JUL03"	"MDO1"
"246"	2007.5044	1.09	0.07	1.35	0.14	-1.43	0.28	"07JUL04"	"MDO1"
"247"	2007.5072	1.32	0.07	1.53	0.14	-0.57	0.28	"07JUL05"	"MDO1"
"248"	2007.5099	0.95	0.07	1.41	0.14	1.29	0.28	"07JUL06"	"MDO1"
"249"	2007.5127	1.23	0.07	1.27	0.14	1.02	0.29	"07JUL07"	"MDO1"
"250"	2008.4408	0	0.01	0	0.02	0	0.04	"08JUN10"	"MDO1"
"251"	2008.4983	0.78	0.08	-0.25	0.14	0.72	0.29	"08JUL01"	"MDO1"
"252"	2008.501	0.65	0.08	0.29	0.14	-0.52	0.28	"08JUL02"	"MDO1"
"253"	2008.5038	0.47	0.08	0.26	0.15	-0.03	0.28	"08JUL03"	"MDO1"
"254"	2008.5065	0.79	0.07	0.12	0.14	-0.64	0.27	"08JUL04"	"MDO1"
"255"	2008.5093	0.49	0.07	0.37	0.14	-0.09	0.28	"08JUL05"	"MDO1"
"256"	2008.512	0.55	0.07	0.16	0.14	0.82	0.28	"08JUL06"	"MDO1"
"257"	2008.5148	0.39	0.07	0.11	0.14	1.04	0.27	"08JUL07"	"MDO1"
"258"	2009.4976	0.41	0.07	-0.81	0.15	-0.08	0.28	"09JUL01"	"MDO1"
"259"	2009.5004	0.33	0.07	-0.53	0.15	0.17	0.28	"09JUL02"	"MDO1"
"260"	2009.5031	-0.05	0.07	-0.86	0.15	-0.49	0.28	"09JUL03"	"MDO1"
"261"	2009.5059	0.25	0.07	-0.96	0.15	-0.26	0.28	"09JUL04"	"MDO1"
"262"	2009.5085	-0.31	0.07	-1.11	0.15	0.75	0.28	"09JUL05"	"MDO1"
"263"	2009.5114	0.2	0.07	-1.06	0.15	-0.69	0.29	"09JUL06"	"MDO1"
"264"	2009.514	0.17	0.07	-0.41	0.15	0	0.28	"09JUL07"	"MDO1"
"265"	2010.4969	-0.95	0.07	-1.75	0.16	1.14	0.28	"10JUL01"	"MDO1"
"266"	2010.4996	-1.4	0.07	-1.32	0.16	2.3	0.28	"10JUL02"	"MDO1"
"267"	2010.5024	-1.44	0.07	-1.63	0.16	2.32	0.31	"10JUL03"	"MDO1"
"268"	2010.5051	-1.37	0.07	-2.25	0.16	0.64	0.29	"10JUL04"	"MDO1"
"269"	2010.5078	-0.84	0.07	-2.15	0.16	0.16	0.28	"10JUL05"	"MDO1"
"270"	2010.5106	-0.75	0.07	-1.55	0.16	-0.51	0.28	"10JUL06"	"MDO1"
"271"	2010.5133	-0.85	0.07	-1.28	0.16	0.53	0.28	"10JUL07"	"MDO1"
"272"	2011.4962	-1.06	0.07	-3.3	0.15	0.51	0.29	"11JUL01"	"MDO1"
"273"	2011.499	1.18	1.26	-0.56	2.68	1.06	3.18	"11JUL02"	"MDO1"
"274"	2011.5017	-1.55	0.07	-3.3	0.15	1.51	0.3	"11JUL03"	"MDO1"
"275"	2011.5044	-1.91	0.08	-3.29	0.15	1.21	0.3	"11JUL04"	"MDO1"
"276"	2011.5072	-1.51	0.07	-3.71	0.15	1.49	0.3	"11JUL05"	"MDO1"
"277"	2011.5099	-1.85	0.07	-2.9	0.15	1.03	0.29	"11JUL06"	"MDO1"
